run_id,timestamp,hypothesis,changed_variables,seed,vocab_size,context_length,stride,batch_size,epochs,steps_per_epoch,max_steps,learning_rate,weight_decay,grad_clip,emb_dim,n_heads,n_layers,drop_rate,qkv_bias,ffn_mult,norm_first,norm_eps,activation_name,ffn_dropout_position,attention_impl,tie_embeddings,init_std,final_train_loss,final_val_loss,final_generalization_gap,generalization_gap_delta,train_val_improvement_gap,overfit_score,fit_status,parameter_count,tokens_per_sec,elapsed_sec,device,artifact_dir
63,2026-06-03T00:14:46+00:00,"현재 기본 후보 위에서 activation_name=silu 단일축 함수 교체 검증: run060, run061, run062는 context_length=48, stride=24, learning_rate=0.0003, drop_rate=0.12, gelu_exact, max_steps=90 조건이 seed151/202/134 모두에서 overfit_score=0.0을 유지한다는 것을 보여줬다. 이제 구조나 parameter_count를 바꾸지 않는 activation 교체 축으로 넘어가도 된다. 따라서 현재 best인 run061(seed202)을 기준으로 activation_name만 gelu_exact에서 silu로 바꾸면, SiLU의 부드러운 gating-like 곡선이 안정적인 데이터 window와 90-step 학습 위에서 validation loss를 더 낮추는지 확인할 수 있다.","{""activation_name"": ""silu""}",202,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,4,False,1e-05,silu,none,sdpa,True,0.02,5.549391746520996,5.544584592183431,-0.0048071543375654,-0.003542621930440859,-0.003542621930440859,0.0,generalizing,478976,23861.57397601543,1.4403073340654373,mps,docs/train/runs/run_063_artifacts
64,2026-06-03T00:20:43+00:00,"silu activation이 seed202에서 gelu_exact 기준선을 아주 작게 앞섰고 overfit_score=0.0을 유지했다. seed134는 이전 고학습률 실험에서 과적합 신호가 강하게 드러났던 stress seed이므로, 같은 안정 조건에서 silu를 반복하면 이 개선이 우연한 seed 효과인지 실제 activation 후보인지 구분할 수 있다.","{""seed"": 134}",134,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,4,False,1e-05,silu,none,sdpa,True,0.02,5.552300691604614,5.546693166097005,-0.0056075255076093455,-0.01843428611755371,-0.01843428611755371,0.0,generalizing,478976,32573.869288996462,1.0550788331311196,mps,docs/train/runs/run_064_artifacts
65,2026-06-03T00:24:59+00:00,"silu activation 후보의 3-seed 검증을 완성한다. run063(seed202)과 run064(seed134)는 activation_name=silu 조건에서 final_val_loss를 gelu_exact 대응 run보다 아주 작게 낮추면서 overfit_score=0.0을 유지했다. 남은 seed151에서도 같은 조건을 반복하면 silu 개선이 seed202/134에만 국한된 우연인지, 아니면 현재 안정 baseline 위에서 평균적으로 유효한 함수 교체인지 판단할 수 있다.","{""seed"": 151}",151,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,4,False,1e-05,silu,none,sdpa,True,0.02,5.5607670545578,5.551222006479899,-0.009545048077900908,-0.016201416651407285,-0.016201416651407285,0.0,generalizing,478976,29356.03654324668,1.1707302499562502,mps,docs/train/runs/run_065_artifacts
66,2026-06-03T00:30:18+00:00,"silu 3-seed 검증이 통과했으므로, 현재 안정 후보에서 FFN 내부 폭을 줄여도 validation과 과적합 안정성이 유지되는지 확인한다. ffn_mult를 4에서 3으로 낮추면 Transformer block 순서와 attention/activation 함수는 유지하면서 parameter_count만 줄어든다. 만약 seed202 best 조건에서 final_val_loss가 크게 악화되지 않고 overfit_score=0.0을 유지한다면 현재 모델은 FFN 폭 4가 약간 과한 용량일 수 있고, 더 작은 모델이 같은 일반화 성능을 낼 수 있다.","{""ffn_mult"": 3}",202,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,silu,none,sdpa,True,0.02,5.541486859321594,5.541161855061849,-0.000325004259745576,0.006623268127441406,0.006623268127441406,0.013246536254882812,generalizing,413184,31191.414365873043,1.1018416669685394,mps,docs/train/runs/run_066_artifacts
67,2026-06-03T00:35:12+00:00,"ffn_mult=3으로 줄인 silu 후보가 seed202에서 새 best를 만들었으므로, 같은 더 작은 FFN 폭이 seed134 stress seed에서도 validation과 과적합 안정성을 유지하는지 검증한다. seed134는 이전 고학습률 계열에서 과적합 신호가 강했던 seed라서, 여기서 ffn_mult=3이 통과하면 run066의 개선이 단순한 seed202 운이 아니라 작은 FFN이 현재 corpus에 더 잘 맞는다는 근거가 된다.","{""seed"": 134}",134,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,silu,none,sdpa,True,0.02,5.560221791267395,5.548690954844157,-0.011530836423237822,-0.008969386418660186,-0.008969386418660186,0.0,generalizing,413184,29922.603312478775,1.1485631661489606,mps,docs/train/runs/run_067_artifacts
68,2026-06-03T00:40:13+00:00,"silu + ffn_mult=3 효율 후보의 3-seed 검증을 완성한다. run066(seed202)은 ffn_mult=3이 새 best를 만들었고, run067(seed134)은 ffn_mult=4보다 약간 높은 validation loss를 보였지만 overfit_score=0.0과 더 작은 parameter_count를 유지했다. 남은 seed151에서 같은 설정을 반복하면 ffn_mult=3이 평균적으로 ffn_mult=4를 대체할 수 있는 효율 후보인지, 아니면 seed202에 강하게 치우친 축소 모델인지 판단할 수 있다.","{""seed"": 151}",151,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,silu,none,sdpa,True,0.02,5.561050653457642,5.542542775472005,-0.01850787798563669,-0.012069900830587343,-0.012069900830587343,0.0,generalizing,413184,29862.930556885436,1.1508582499809563,mps,docs/train/runs/run_068_artifacts
69,2026-06-03T00:46:26+00:00,"새 기준 후보인 silu + ffn_mult=3에서 FFN dropout 위치를 none에서 after_activation으로 바꾸면, Transformer 구조와 parameter_count를 유지하면서 activation 이후 hidden representation에만 약한 regularization을 줄 수 있다. run068은 seed151에서 현재 best를 만들었고 gap이 음수라 과적합은 없으므로, 이번 실험은 regularization 위치 변경이 validation 안정성을 더 높이는지 아니면 underfit을 만드는지 확인하는 단일축 테스트다.","{""ffn_dropout_position"": ""after_activation""}",151,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,silu,after_activation,sdpa,True,0.02,5.561034560203552,5.542765935262044,-0.01826862494150827,-0.011830647786458925,-0.011830647786458925,0.0,generalizing,413184,31915.18503796571,1.0768541670404375,mps,docs/train/runs/run_069_artifacts
70,2026-06-03T00:50:43+00:00,"seed202의 silu + ffn_mult=3 기준선에서 FFN dropout 위치를 none에서 after_activation으로 바꾸면, run066의 매우 낮은 validation loss는 유지하면서 작은 overfit_score 신호를 더 낮출 수 있다. run069(seed151)는 after_activation이 best를 넘지는 못했지만 overfit_score=0.0과 거의 같은 validation을 유지했으므로, 이번에는 seed202 matched baseline에서 regularization 위치 효과를 재검증한다.","{""ffn_dropout_position"": ""after_activation"", ""seed"": 202}",202,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,silu,after_activation,sdpa,True,0.02,5.541140675544739,5.541762669881185,0.0006219943364458302,0.0075702667236328125,0.0075702667236328125,0.015762527783711455,generalizing,413184,32222.20393019231,1.066593708936125,mps,docs/train/runs/run_070_artifacts
71,2026-06-03T00:55:44+00:00,"seed202의 silu + ffn_mult=3 기준선(run066)에서 learning_rate를 0.0003에서 0.000275로 아주 작게 낮추면, 낮은 validation loss는 유지하면서 train-only 개선 폭과 overfit_score를 줄일 수 있다. after_activation dropout은 run069와 run070에서 best를 넘지 못했고 seed202에서는 overfit_score가 오히려 커졌으므로, 이번에는 dropout 위치가 아니라 optimizer step size를 단일축으로 조정한다.","{""learning_rate"": 0.000275}",202,600,48,24,8,2.307692,39,90,0.000275,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,silu,none,sdpa,True,0.02,5.550296306610107,5.546916961669922,-0.003379344940185547,0.0035689274470014354,0.0035689274470014354,0.007137854894002871,generalizing,413184,31902.067252590616,1.0772969578392804,mps,docs/train/runs/run_071_artifacts
72,2026-06-03T01:00:46+00:00,"현재 overfit-aware best인 run068의 silu + ffn_mult=3 기준에서 activation_name만 mish로 바꾸면, 구조 순서와 parameter_count를 유지하면서 SiLU보다 더 부드러운 non-monotonic activation이 validation loss를 낮추거나 generalization gap 안정성을 유지할 수 있다. 최근 after_activation dropout과 learning_rate 하향은 best를 넘지 못했으므로, 이번에는 regularization/optimizer가 아니라 FFN 함수 교체 축으로 돌아간다.","{""activation_name"": ""mish""}",151,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,mish,none,sdpa,True,0.02,5.560092568397522,5.542157967885335,-0.017934600512186982,-0.011554837226867676,-0.011554837226867676,0.0,generalizing,413184,29916.280453633142,1.1488059170078486,mps,docs/train/runs/run_072_artifacts
73,2026-06-03T01:05:24+00:00,"run072에서 새 best가 된 mish + ffn_mult=3 후보를 seed202에서 반복하면, mish 개선이 seed151에만 국한된 우연인지 아니면 silu를 대체할 수 있는 activation 후보인지 판단할 수 있다. 구조 순서, FFN 폭, optimizer, dropout 위치, context/stride는 그대로 두고 seed만 바꾸어 재현성을 확인한다.","{""seed"": 202}",202,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,mish,none,sdpa,True,0.02,5.540759325027466,5.5411020914713545,0.0003427664438886424,0.007468581199645996,0.007468581199645996,0.015279928843180635,generalizing,413184,32293.17305791057,1.0642497080843896,mps,docs/train/runs/run_073_artifacts
74,2026-06-03T01:10:40+00:00,"mish + ffn_mult=3 후보를 seed134 stress seed에서 반복하면, mish가 seed151/202에서만 좋은 우연인지 아니면 세 seed 평균에서도 silu를 대체할 수 있는 activation 후보인지 판단할 수 있다. 구조 순서, FFN 폭, optimizer, dropout 위치, context/stride는 그대로 유지하고 seed만 134로 바꿔 3-seed 검증을 완성한다.","{""seed"": 134}",134,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,mish,none,sdpa,True,0.02,5.5599130392074585,5.548671881357829,-0.011241157849629424,-0.00867605209350586,-0.00867605209350586,0.0,generalizing,413184,29949.24366753738,1.1475414999295026,mps,docs/train/runs/run_074_artifacts
75,2026-06-03T01:20:54+00:00,"mish + ffn_mult=3과 silu + ffn_mult=3이 세 seed에서 거의 같은 low-loss/low-overfit 영역을 형성했으므로, 같은 작은 FFN 후보에서 activation_name만 quick_gelu로 바꾸면 GELU 근사의 단순한 곡선이 mish/silu와 동등한 validation loss를 유지하면서 더 빠르거나 더 안정적인 대안이 될 수 있다. 우선 현재 best인 run072와 같은 seed151 조건에서 matched activation ablation을 시작한다.","{""activation_name"": ""quick_gelu""}",151,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,quick_gelu,none,sdpa,True,0.02,5.5615493059158325,5.542804876963298,-0.018744428952534697,-0.012285073598225615,-0.012285073598225615,0.0,generalizing,413184,30772.450694364386,1.116843125084415,mps,docs/train/runs/run_075_artifacts
76,2026-06-03T01:25:48+00:00,"run075에서 quick_gelu + ffn_mult=3은 seed151에서 mish/silu best 계열과 거의 같은 validation loss를 보이면서 overfit_score=0.0과 더 높은 tokens_per_sec를 기록했다. 같은 설정을 seed202에서 반복하면 quick_gelu가 단일 seed의 near-miss인지, 아니면 mish/silu와 3-seed 평균 비교에 올릴 만한 activation 후보인지 판단할 수 있다.","{""seed"": 202}",202,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,quick_gelu,none,sdpa,True,0.02,5.542428970336914,5.541934013366699,-0.0004949569702148438,0.006483276685078643,0.006483276685078643,0.012966553370157285,generalizing,413184,30790.998189340124,1.1161703751422465,mps,docs/train/runs/run_076_artifacts
77,2026-06-03T01:30:36+00:00,"quick_gelu + ffn_mult=3이 seed151과 seed202에서 모두 low-risk generalizing으로 통과했으므로, 같은 설정을 seed134 stress seed에서 반복하면 quick_gelu가 mish/silu와 3-seed 평균 비교에 올릴 수 있는 효율 activation 후보인지 확정할 수 있다.","{""seed"": 134}",134,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,quick_gelu,none,sdpa,True,0.02,5.56102192401886,5.548875331878662,-0.012146592140197754,-0.009536465009053252,-0.009536465009053252,0.0,generalizing,413184,29090.98399877628,1.1813969579525292,mps,docs/train/runs/run_077_artifacts
78,2026-06-03T01:35:58+00:00,"mish, silu, quick_gelu는 ffn_mult=3 안정 세팅에서 모두 low-risk이지만 세 seed 평균 차이가 매우 작고 현재 best를 크게 넘지는 못했다. 같은 구조와 학습 조건에서 activation_name만 squared_relu로 바꾸면 ReLU 계열의 단순한 sparse positive activation과 제곱 비선형성이 작은 FFN 폭에서 더 강한 feature selectivity를 만들어 validation loss를 낮출 수 있는지 확인할 수 있다.","{""activation_name"": ""squared_relu""}",151,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,squared_relu,none,sdpa,True,0.02,5.565274953842163,5.545124371846517,-0.020150581995646455,-0.013376712799072266,-0.013376712799072266,0.0,generalizing,413184,33219.30416003031,1.0345791662111878,mps,docs/train/runs/run_078_artifacts
79,2026-06-03T01:45:28+00:00,"squared_relu는 seed151 matched ablation에서 overfit_score=0.0과 높은 처리량을 보였지만 final_val_loss=5.545124로 mish/silu/quick_gelu seed151 기준선보다 뒤처졌다. 같은 ffn_mult=3 안정 세팅에서 activation_name만 gelu_exact로 되돌리면, 작은 FFN 폭에서도 원래 GELU 계열 기준선이 smooth activation plateau와 얼마나 근접한지 확인할 수 있다.","{""activation_name"": ""gelu_exact""}",151,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,gelu_exact,none,sdpa,True,0.02,5.561418890953064,5.542699495951335,-0.018719395001729033,-0.012259999910989805,-0.012259999910989805,0.0,generalizing,413184,31796.648734614042,1.0808686250820756,mps,docs/train/runs/run_079_artifacts
80,2026-06-03T01:47:21+00:00,"gelu_exact + ffn_mult=3은 seed151에서 final_val_loss=5.542699, final_generalization_gap=-0.018719, overfit_score=0.0으로 mish/silu/quick_gelu plateau에 합류했다. 같은 설정을 seed202에서 반복하면 gelu_exact가 작은 FFN 폭에서도 activation 후보로 재진입할 수 있는지, 아니면 seed151에서만 근접한 기준선인지 판단할 수 있다.","{""seed"": 202}",202,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,gelu_exact,none,sdpa,True,0.02,5.542208194732666,5.541786829630534,-0.0004213651021318654,0.006549914677938418,0.006549914677938418,0.013099829355876835,generalizing,413184,29375.310960661307,1.1699620829895139,mps,docs/train/runs/run_080_artifacts
81,2026-06-03T01:52:17+00:00,"gelu_exact + ffn_mult=3은 seed151과 seed202에서 모두 low-risk로 통과했으므로, 같은 설정을 seed134 stress seed에서 반복하면 gelu_exact가 mish/silu/quick_gelu와 3-seed 평균 비교에 들어갈 수 있는 activation 후보인지 확정할 수 있다.","{""seed"": 134}",134,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,gelu_exact,none,sdpa,True,0.02,5.560893654823303,5.548844178517659,-0.012049476305644014,-0.009443004926046328,-0.009443004926046328,0.0,generalizing,413184,30793.905367821415,1.1160650001838803,mps,docs/train/runs/run_081_artifacts
82,2026-06-03T01:59:01+00:00,"activation sweep 결과 mish가 3-seed 평균 final_val_loss에서 가장 앞서고 current best도 run072(mish, seed151)이므로, activation 탐색은 닫고 mish 후보의 seed202 작은 overfit penalty를 줄이는 optimization 단일축을 확인한다. run073의 mish + seed202 + max_steps=90에서 max_steps만 85로 줄이면 낮은 validation loss를 대부분 유지하면서 train 쪽 과진행과 overfit_score를 낮출 수 있다.","{""effective_max_steps"": ""85"", ""epochs"": ""2.179487""}",202,600,48,24,8,2.179487,39,85,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,mish,none,sdpa,True,0.02,5.550032615661621,5.546870072682698,-0.003162542978922822,0.003963271776834532,0.003963271776834532,0.007926543553669063,generalizing,413184,31525.4816479677,1.0292626251466572,mps,docs/train/runs/run_082_artifacts
83,2026-06-03T02:02:55+00:00,"run082 showed that shortening mish + seed202 from 90 to 85 steps reduces overfit_score but loses too much validation performance, so the next safer test is to restore max_steps=90 and apply only a gentle weight_decay increase from 0.01 to 0.015. If the small seed202 penalty in run073 is due to train-side over-progress rather than activation choice, this should keep the low final_val_loss near 5.541 while reducing overfit_score without the under-training cost seen in run082.","{""effective_max_steps"": ""90"", ""epochs"": ""2.307692"", ""weight_decay"": 0.015}",202,600,48,24,8,2.307692,39,90,0.0003,0.015,1.0,128,4,2,0.12,False,3,False,1e-05,mish,none,sdpa,True,0.02,5.540782451629639,5.541118780771892,0.0003363291422529002,0.007462143898010254,0.007462143898010254,0.015260616938273408,generalizing,413184,27165.717464007736,1.2651239580009133,mps,docs/train/runs/run_083_artifacts
84,2026-06-03T02:07:56+00:00,"The seed202 regularization branch should be closed unless weight_decay=0.015 also improves the current best seed151 mish run. Run083 showed that weight_decay=0.015 preserved seed202 validation but did not meaningfully reduce its overfit-aware penalty versus run073, so applying the same mild weight decay to seed151 tests whether it is a real activation-setting improvement or just neutral noise. If seed151 keeps overfit_score at 0.0 and lowers final_val_loss below run072, weight_decay=0.015 can remain in the mish candidate; otherwise the loop should return to weight_decay=0.01 and treat the remaining differences as seed variance.","{""seed"": 151, ""weight_decay"": 0.015}",151,600,48,24,8,2.307692,39,90,0.0003,0.015,1.0,128,4,2,0.12,False,3,False,1e-05,mish,none,sdpa,True,0.02,5.560110807418823,5.542174339294434,-0.01793646812438965,-0.011556704839070342,-0.011556704839070342,0.0,generalizing,413184,33190.85855237598,1.0354658330325037,mps,docs/train/runs/run_084_artifacts
85,2026-06-03T02:12:49+00:00,"After closing the weight_decay=0.015 regularization branch, the next most informative question is seed variance around the current best mish configuration. Keeping the run072 default candidate unchanged and changing only seed to 303 will show whether the mish + ffn_mult=3 + weight_decay=0.01 plateau remains low-risk outside the already-tested seeds 151, 202, and 134.","{""seed"": 303}",303,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,mish,none,sdpa,True,0.02,5.5172765254974365,5.559609095255534,0.04233256975809763,0.057884017626444795,0.057884017626444795,0.15810060501098722,overfit_risk,413184,29972.755193218578,1.146641334053129,mps,docs/train/runs/run_085_artifacts
86,2026-06-03T02:18:53+00:00,"Run085 showed that the current best mish configuration is seed-sensitive: seed303 drove train loss down to 5.517277 while validation stayed at 5.559609, producing a high positive gap and overfit_score=0.158101. Keeping the same seed303 and model settings but reducing stride from 24 to 16 will test whether denser overlapping training windows can reduce the train/validation mismatch without changing the Transformer architecture or activation. If the problem is window coverage sensitivity rather than model capacity alone, stride=16 should reduce the gap and overfit_score while keeping validation in a usable range.","{""stride"": 16}",303,600,48,16,8,1.551724,58,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,mish,none,sdpa,True,0.02,5.542324781417847,5.5559156735738116,0.013590892155964873,0.026093920071919463,0.026093920071919463,0.0657787322998038,generalizing,413184,34097.84210916383,1.0135538750328124,mps,docs/train/runs/run_086_artifacts
87,2026-06-03T02:24:43+00:00,"Run086 showed that stride=16 can rescue the bad seed303 case by reducing the final gap from 0.042333 to 0.013591 and the overfit_score from 0.158101 to 0.065779, but its final_val_loss remained far above the current best. The next question is whether stride=16 is a generally useful robustness default or only a rescue knob for seed303. Repeating stride=16 on the known-good best seed151, while keeping the mish ffn_mult=3 model and optimizer fixed, will test whether denser windows preserve the run072 best band or trade away validation quality.","{""stride"": 16}",151,600,48,16,8,1.551724,58,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,mish,none,sdpa,True,0.02,5.581377625465393,5.547791798909505,-0.033585826555888154,-0.028071045875549316,-0.028071045875549316,0.0,generalizing,413184,37980.34186639419,0.9099444160237908,mps,docs/train/runs/run_087_artifacts
88,2026-06-03T02:28:55+00:00,"Run087 showed that stride=16 is not a good general default: on the known-good seed151 it kept overfit_score at 0.0 but raised final_val_loss to 5.547792, well above the run072 best band. Therefore the loop should return to the run072 mish + ffn_mult=3 + stride=24 default and measure fresh seed variance directly. Running a new seed404 with the unchanged default will test whether run085 seed303 was an isolated bad seed/window draw or whether the current best plateau is broadly seed-sensitive.","{""seed"": 404}",404,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,mish,none,sdpa,True,0.02,5.490696907043457,5.548481464385986,0.0577845573425293,0.05939757823944092,0.05939757823944092,0.17657971382141113,overfit_risk,413184,33267.54964367947,1.033078792039305,mps,docs/train/runs/run_088_artifacts
89,2026-06-03T02:33:38+00:00,"Run088 confirmed that the current mish + ffn_mult=3 default is broadly seed-sensitive: fresh seed404 at stride=24 drove train loss down to 5.490697 while validation stayed at 5.548481, producing final_generalization_gap=0.057785 and overfit_score=0.176580. Run086 showed that reducing stride from 24 to 16 rescued a similar bad fresh seed303 gap, while run087 showed stride=16 is not a good global default for seed151. Keeping seed404 fixed and changing only stride to 16 will test whether stride=16 is a targeted rescue window for overfitting fresh seeds rather than a default setting.","{""stride"": 16}",404,600,48,16,8,1.551724,58,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,mish,none,sdpa,True,0.02,5.537066102027893,5.555461088816325,0.0183949867884321,0.00725762049357126,0.00725762049357126,0.03291022777557462,generalizing,413184,31876.25446128651,1.0841926250141114,mps,docs/train/runs/run_089_artifacts
90,2026-06-03T02:39:29+00:00,"Run089 confirmed that stride=16 is a reliable rescue knob for fresh overfit seeds, but it pays for lower overfit with worse validation: seed404 moved from run088 final_val_loss=5.548481 and overfit_score=0.176580 to run089 final_val_loss=5.555461 and overfit_score=0.032910. A shorter training horizon at the original stride=24 may keep more of run088's validation advantage while avoiding the severe train-side over-progress. Keeping seed404 fixed, restoring stride=24, and reducing max_steps from 90 to 80 will test whether early stopping is a better validation/robustness tradeoff than denser windows.","{""effective_max_steps"": ""80"", ""epochs"": ""2.051282"", ""stride"": 24}",404,600,48,24,8,2.051282,39,80,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,mish,none,sdpa,True,0.02,5.5069133043289185,5.559826691945394,0.05291338761647513,0.05452640851338675,0.05452640851338675,0.16196620464324862,overfit_risk,413184,29494.025499896034,1.0350570830050856,mps,docs/train/runs/run_090_artifacts
91,2026-06-03T02:44:43+00:00,"For the seed404 mish baseline that overfit at stride 24, reducing learning_rate from 0.0003 to 0.000275 will slow train-side over-progress enough to reduce the generalization gap without the validation-loss penalty seen from stride16 or max_steps80.","{""learning_rate"": 0.000275}",404,600,48,24,8,2.307692,39,90,0.000275,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,mish,none,sdpa,True,0.02,5.499987244606018,5.5547966957092285,0.05480945110321045,0.05642247200012207,0.05642247200012207,0.1676543951034546,overfit_risk,413184,32978.25115457905,1.0421413748990744,mps,docs/train/runs/run_091_artifacts
92,2026-06-03T02:48:48+00:00,"For the seed404 mish baseline that keeps overfitting at stride 24, a mild drop_rate increase from 0.12 to 0.14 will reduce train-side over-progress and overfit_score more effectively than the failed learning-rate and early-stop probes, while preserving validation better than the stride16 rescue.","{""drop_rate"": 0.14}",404,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.14,False,3,False,1e-05,mish,none,sdpa,True,0.02,5.492234706878662,5.548829714457194,0.0565950075785322,0.05820802847544382,0.05820802847544382,0.17301106452941983,overfit_risk,413184,31271.3849969762,1.099023916060105,mps,docs/train/runs/run_092_artifacts
93,2026-06-03T02:53:58+00:00,"For the seed404 mish baseline, increasing drop_rate from 0.14 to 0.16 may cross the regularization threshold needed to reduce the high stride24 overfit_score while preserving the validation advantage over the stride16 rescue.","{""drop_rate"": 0.16}",404,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.16,False,3,False,1e-05,mish,none,sdpa,True,0.02,5.49391770362854,5.549636999766032,0.05571929613749216,0.05733231703440378,0.05733231703440378,0.17038393020629972,overfit_risk,413184,32968.93441492805,1.0424358751624823,mps,docs/train/runs/run_093_artifacts
94,2026-06-03T02:58:34+00:00,"For the seed404 mish baseline, reducing stride from 24 to 20 will add moderate window overlap that lowers the overfit gap more than the default stride24 run, while avoiding the larger validation-loss penalty observed at stride16.","{""stride"": 20}",404,600,48,20,8,1.914894,47,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,mish,none,sdpa,True,0.02,5.582841873168945,5.543789545694987,-0.03905232747395804,-0.029156287511189483,-0.029156287511189483,0.0,generalizing,413184,26079.505124947904,1.3178164169657975,mps,docs/train/runs/run_094_artifacts
95,2026-06-03T03:03:40+00:00,"The stride20 intermediate-overlap setting that rescued seed404 will also rescue the earlier seed303 overfit case, lowering overfit_score versus stride24 while avoiding the validation-loss penalty seen at stride16.","{""seed"": 303}",303,600,48,20,8,1.914894,47,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,mish,none,sdpa,True,0.02,5.540337562561035,5.549335797627767,0.008998235066731475,0.022278030713398955,0.022278030713398955,0.053554296493529385,generalizing,413184,27437.434398063626,1.2525952500291169,mps,docs/train/runs/run_095_artifacts
96,2026-06-03T03:10:45+00:00,"The stride20 intermediate-overlap setting that rescued seed404 and seed303 will preserve the known-good seed151 validation band, showing it can be considered a robust default candidate rather than only an overfit rescue knob.","{""seed"": 151, ""stride"": 20}",151,600,48,20,8,1.914894,47,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,mish,none,sdpa,True,0.02,5.527196884155273,5.547611077626546,0.02041419347127249,0.02489471435546875,0.02489471435546875,0.07020362218220999,generalizing,413184,30915.078190852942,1.111690541030839,mps,docs/train/runs/run_096_artifacts
97,2026-06-03T03:13:41+00:00,"For the overfit-prone seed303 mish configuration, reducing stride from 20 to 18 will add a little more overlap that lowers the remaining positive generalization gap and overfit_score while preserving most of stride20's validation advantage over the stride16 rescue.","{""seed"": 303, ""stride"": 18}",303,600,48,18,8,1.730769,52,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,mish,none,sdpa,True,0.02,5.525697708129883,5.548077901204427,0.022380193074543975,0.03563924630482962,0.03563924630482962,0.09365868568420321,generalizing,413184,28993.96741014553,1.1870055419858545,mps,docs/train/runs/run_097_artifacts
98,2026-06-03T03:19:17+00:00,"A fresh seed505 run with the current mish stride24 default will clarify whether the recent seed303 and seed404 overfit cases are common seed variance or isolated bad draws; if seed505 is low-risk, stride20 should remain a targeted rescue rather than the main default.","{""seed"": 505}",505,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,mish,none,sdpa,True,0.02,5.52947723865509,5.552542209625244,0.02306497097015381,-0.0018255313237505177,-0.0018255313237505177,0.02306497097015381,generalizing,413184,11223.251892471817,3.06221408280544,mps,docs/train/runs/run_098_artifacts
99,2026-06-03T03:24:18+00:00,"A second fresh stride24 default probe with seed606 will show whether seed505's low-risk but higher-validation result is typical variance, while checking whether high-gap failures like seed303 and seed404 are frequent enough to make stride20 rescue a standard follow-up policy.","{""seed"": 606}",606,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,3,False,1e-05,mish,none,sdpa,True,0.02,5.53938627243042,5.542599201202393,0.0032129287719726562,0.029531757036845185,0.029531757036845185,0.06227644284566303,generalizing,413184,32405.996506073137,1.0605444579850882,mps,docs/train/runs/run_099_artifacts
